cores,step,branch,star,momentum,seed,id 25,id 50,id 75,id 90,id 95,id 99
1000,1,0.05,0,0,4,1,3,10,25,43,82
1000,1,0.05,0,0.05,4,1,3,10,24,42,81
1000,1,0.05,0,0.1,4,1,3,10,24,40,80
1000,1,0.05,0,0.2,4,1,3,10,23,38,77
1000,1,0.05,0,0.3,4,1,3,9,21,35,72
1000,1,0.05,0,0.4,4,1,3,9,20,32,67
1000,1,0.05,0,0.5,4,1,3,8,18,28,60
1000,1,0.05,0,0.6,4,1,3,7,15,24,51
1000,1,0.05,0,0.7,4,1,3,6,13,20,41
1000,1,0.05,0,0.8,4,1,2,5,10,15,32
1000,1,0.05,0,0.9,4,1,2,4,9,13,25
1000,1,0.05,0,0.92,4,1,2,4,9,12,24
1000,1,0.05,0,0.95,4,1,2,4,8,12,23
1000,1,0.05,0,0.99,4,1,2,4,8,12,22
1000,1,0.05,0,1,4,1,2,4,8,12,22
100,1,0.05,0,0,5,1,2,6,24,52,89
100,1,0.05,0,0.05,5,1,2,6,21,49,88
100,1,0.05,0,0.1,5,1,2,5,19,45,87
100,1,0.05,0,0.2,5,1,2,5,15,35,84
100,1,0.05,0,0.3,5,1,2,4,12,25,79
100,1,0.05,0,0.4,5,1,2,4,9,17,72
100,1,0.05,0,0.5,5,1,2,3,7,13,62
100,1,0.05,0,0.6,5,1,1,3,5,9,47
100,1,0.05,0,0.7,5,1,1,2,5,7,30
100,1,0.05,0,0.8,5,1,1,2,4,5,17
100,1,0.05,0,0.9,5,1,1,2,3,4,11
100,1,0.05,0,0.92,5,1,1,2,3,4,10
100,1,0.05,0,0.95,5,1,1,2,3,4,10
100,1,0.05,0,0.99,5,1,1,2,3,4,9
100,1,0.05,0,1,5,1,1,2,3,4,9
500,1,0.05,0,0,5,2,4,11,28,48,86
500,1,0.05,0,0.05,5,2,4,11,27,46,85
500,1,0.05,0,0.1,5,2,4,10,26,44,84
500,1,0.05,0,0.2,5,2,4,10,23,40,80
500,1,0.05,0,0.3,5,1,4,9,21,36,75
500,1,0.05,0,0.4,5,1,3,9,19,31,68
500,1,0.05,0,0.5,5,1,3,8,17,26,58
500,1,0.05,0,0.6,5,1,3,7,15,22,47
500,1,0.05,0,0.7,5,1,3,6,12,18,36
500,1,0.05,0,0.8,5,1,2,5,10,14,27
500,1,0.05,0,0.9,5,1,2,5,9,12,21
500,1,0.05,0,0.92,5,1,2,5,9,12,21
500,1,0.05,0,0.95,5,1,2,5,9,12,20
500,1,0.05,0,0.99,5,1,2,5,9,12,20
500,1,0.05,0,1,5,1,2,5,9,12,20
1000,1,0.05,0,0,5,1,4,11,28,46,84
1000,1,0.05,0,0.05,5,1,4,11,27,45,83
1000,1,0.05,0,0.1,5,1,3,10,26,44,82
1000,1,0.05,0,0.2,5,1,3,10,25,41,79
1000,1,0.05,0,0.3,5,1,3,10,24,38,75
1000,1,0.05,0,0.4,5,1,3,9,22,35,71
1000,1,0.05,0,0.5,5,1,3,8,20,32,64
1000,1,0.05,0,0.6,5,1,3,7,18,27,55
1000,1,0.05,0,0.7,5,1,2,6,14,22,45
1000,1,0.05,0,0.8,5,1,2,5,11,17,35
1000,1,0.05,0,0.9,5,1,1,3,8,13,28
1000,1,0.05,0,0.92,5,1,1,3,8,12,27
1000,1,0.05,0,0.95,5,1,1,3,7,12,25
1000,1,0.05,0,0.99,5,1,1,3,7,11,24
1000,1,0.05,0,1,5,1,1,3,7,11,24
100,1,0.05,0,0,6,1,2,4,15,41,86
100,1,0.05,0,0.05,6,1,2,4,14,37,84
100,1,0.05,0,0.1,6,1,2,3,12,33,83
100,1,0.05,0,0.2,6,1,2,3,10,24,78
100,1,0.05,0,0.3,6,1,2,3,8,17,71
100,1,0.05,0,0.4,6,1,2,3,6,12,60
100,1,0.05,0,0.5,6,1,1,3,5,8,44
100,1,0.05,0,0.6,6,1,1,2,4,6,24
100,1,0.05,0,0.7,6,1,1,2,3,4,13
100,1,0.05,0,0.8,6,1,1,2,3,3,8
100,1,0.05,0,0.9,6,1,1,2,2,3,5
100,1,0.05,0,0.92,6,1,1,2,2,3,4
100,1,0.05,0,0.95,6,1,1,2,2,3,3
100,1,0.05,0,0.99,6,1,1,2,2,3,3
100,1,0.05,0,1,6,1,1,2,2,3,3
500,1,0.05,0,0,6,1,2,6,16,31,77
500,1,0.05,0,0.05,6,1,2,6,16,30,75
500,1,0.05,0,0.1,6,1,2,6,15,28,73
500,1,0.05,0,0.2,6,1,2,5,14,25,68
500,1,0.05,0,0.3,6,1,2,5,13,23,61
500,1,0.05,0,0.4,6,1,2,5,12,21,53
500,1,0.05,0,0.5,6,1,2,5,11,18,43
500,1,0.05,0,0.6,6,1,2,4,9,15,33
500,1,0.05,0,0.7,6,1,1,3,8,12,25
500,1,0.05,0,0.8,6,1,1,3,6,9,19
500,1,0.05,0,0.9,6,1,1,2,4,7,14
500,1,0.05,0,0.92,6,1,1,2,4,7,13
500,1,0.05,0,0.95,6,1,1,2,4,6,12
500,1,0.05,0,0.99,6,1,1,2,4,6,12
500,1,0.05,0,1,6,1,1,2,4,6,12
1000,1,0.05,0,0,6,1,3,8,22,39,80
1000,1,0.05,0,0.05,6,1,3,8,21,38,79
1000,1,0.05,0,0.1,6,1,3,8,21,37,78
1000,1,0.05,0,0.2,6,1,3,8,20,34,74
1000,1,0.05,0,0.3,6,1,3,8,19,32,70
1000,1,0.05,0,0.4,6,1,3,7,18,29,65
1000,1,0.05,0,0.5,6,1,3,7,16,26,57
1000,1,0.05,0,0.6,6,1,3,6,14,22,49
1000,1,0.05,0,0.7,6,1,2,5,12,18,39
1000,1,0.05,0,0.8,6,1,2,5,9,14,30
1000,1,0.05,0,0.9,6,1,2,4,8,11,22
1000,1,0.05,0,0.92,6,1,2,4,8,11,21
1000,1,0.05,0,0.95,6,1,2,4,7,10,20
1000,1,0.05,0,0.99,6,1,1,4,7,10,19
1000,1,0.05,0,1,6,1,1,4,7,10,19
100,1,0.05,0,0,7,1,1,4,16,41,86
100,1,0.05,0,0.05,7,1,1,4,14,38,84
100,1,0.05,0,0.1,7,1,1,4,13,33,83
100,1,0.05,0,0.2,7,1,1,3,10,24,78
100,1,0.05,0,0.3,7,1,1,3,8,16,71
100,1,0.05,0,0.4,7,1,1,3,6,11,59
100,1,0.05,0,0.5,7,1,1,2,5,8,39
100,1,0.05,0,0.6,7,1,1,2,3,6,18
100,1,0.05,0,0.7,7,1,1,1,3,4,10
100,1,0.05,0,0.8,7,1,1,1,2,3,6
100,1,0.05,0,0.9,7,1,1,1,1,2,5
100,1,0.05,0,0.92,7,1,1,1,1,2,5
100,1,0.05,0,0.95,7,1,1,1,1,2,4
100,1,0.05,0,0.99,7,1,1,1,1,2,3
100,1,0.05,0,1,7,1,1,1,1,2,3
500,1,0.05,0,0,7,1,2,5,15,30,76
500,1,0.05,0,0.05,7,1,2,5,15,28,74
500,1,0.05,0,0.1,7,1,2,5,14,27,72
500,1,0.05,0,0.2,7,1,2,5,13,24,67
500,1,0.05,0,0.3,7,1,2,4,12,22,60
500,1,0.05,0,0.4,7,1,2,4,11,19,51
500,1,0.05,0,0.5,7,1,2,4,10,16,41
500,1,0.05,0,0.6,7,1,1,3,8,14,31
500,1,0.05,0,0.7,7,1,1,3,6,11,23
500,1,0.05,0,0.8,7,1,1,2,5,8,17
500,1,0.05,0,0.9,7,1,1,2,4,7,14
500,1,0.05,0,0.92,7,1,1,2,4,6,14
500,1,0.05,0,0.95,7,1,1,2,4,6,13
500,1,0.05,0,0.99,7,1,1,2,3,6,12
500,1,0.05,0,1,7,1,1,2,3,6,12
1000,1,0.05,0,0,7,1,3,8,20,37,78
1000,1,0.05,0,0.05,7,1,3,8,19,36,77
1000,1,0.05,0,0.1,7,1,3,7,19,35,76
1000,1,0.05,0,0.2,7,1,3,7,18,32,72
1000,1,0.05,0,0.3,7,1,3,7,17,30,68
1000,1,0.05,0,0.4,7,1,3,7,16,27,62
1000,1,0.05,0,0.5,7,1,3,7,15,24,55
1000,1,0.05,0,0.6,7,1,2,6,13,21,46
1000,1,0.05,0,0.7,7,1,2,6,12,18,37
1000,1,0.05,0,0.8,7,1,2,5,10,14,28
1000,1,0.05,0,0.9,7,1,2,4,9,12,22
1000,1,0.05,0,0.92,7,1,2,4,8,12,22
1000,1,0.05,0,0.95,7,1,2,4,8,12,21
1000,1,0.05,0,0.99,7,1,2,4,8,12,20
1000,1,0.05,0,1,7,1,2,4,8,12,20
100,1,0.05,0,0,8,1,2,4,15,40,85
100,1,0.05,0,0.05,8,1,1,4,14,36,84
100,1,0.05,0,0.1,8,1,1,4,12,32,82
100,1,0.05,0,0.2,8,1,1,3,10,24,78
100,1,0.05,0,0.3,8,1,1,3,8,17,71
100,1,0.05,0,0.4,8,1,1,3,6,12,60
100,1,0.05,0,0.5,8,1,1,2,5,9,43
100,1,0.05,0,0.6,8,1,1,2,4,6,22
100,1,0.05,0,0.7,8,1,1,2,3,5,12
100,1,0.05,0,0.8,8,1,1,2,3,4,7
100,1,0.05,0,0.9,8,1,1,2,3,3,5
100,1,0.05,0,0.92,8,1,1,2,2,3,4
100,1,0.05,0,0.95,8,1,1,2,2,3,4
100,1,0.05,0,0.99,8,1,1,2,2,3,4
100,1,0.05,0,1,8,1,1,2,2,3,4
500,1,0.05,0,0,8,1,2,6,18,34,79
500,1,0.05,0,0.05,8,1,2,6,17,33,78
500,1,0.05,0,0.1,8,1,2,6,17,31,76
500,1,0.05,0,0.2,8,1,2,6,16,28,71
500,1,0.05,0,0.3,8,1,2,6,15,25,65
500,1,0.05,0,0.4,8,1,2,6,14,22,57
500,1,0.05,0,0.5,8,1,2,5,12,20,47
500,1,0.05,0,0.6,8,1,2,5,11,17,38
500,1,0.05,0,0.7,8,1,2,5,10,15,29
500,1,0.05,0,0.8,8,1,2,5,9,13,24
500,1,0.05,0,0.9,8,1,3,5,8,11,19
500,1,0.05,0,0.92,8,1,3,5,8,11,18
500,1,0.05,0,0.95,8,1,3,5,8,11,17
500,1,0.05,0,0.99,8,1,3,5,8,11,17
500,1,0.05,0,1,8,1,3,5,8,11,17
1000,1,0.05,0,0,8,1,3,8,21,37,79
1000,1,0.05,0,0.05,8,1,3,8,20,36,78
1000,1,0.05,0,0.1,8,1,3,7,20,35,76
1000,1,0.05,0,0.2,8,1,3,7,19,33,73
1000,1,0.05,0,0.3,8,1,3,7,18,31,69
1000,1,0.05,0,0.4,8,1,3,7,17,28,63
1000,1,0.05,0,0.5,8,1,3,6,16,26,57
1000,1,0.05,0,0.6,8,2,3,6,14,23,49
1000,1,0.05,0,0.7,8,1,3,6,13,19,40
1000,1,0.05,0,0.8,8,1,3,6,11,16,32
1000,1,0.05,0,0.9,8,1,3,5,10,14,26
1000,1,0.05,0,0.92,8,1,3,5,10,14,25
1000,1,0.05,0,0.95,8,1,3,5,10,13,24
1000,1,0.05,0,0.99,8,1,3,5,10,13,23
1000,1,0.05,0,1,8,1,3,5,10,13,23
100,1,0.05,0,0,9,1,1,5,17,43,86
100,1,0.05,0,0.05,9,1,1,4,15,40,85
100,1,0.05,0,0.1,9,1,1,4,14,35,84
100,1,0.05,0,0.2,9,1,1,4,11,26,80
100,1,0.05,0,0.3,9,1,1,3,8,18,73
100,1,0.05,0,0.4,9,1,1,3,7,13,63
100,1,0.05,0,0.5,9,1,1,3,6,9,47
100,1,0.05,0,0.6,9,1,1,2,4,7,26
100,1,0.05,0,0.7,9,1,1,2,3,5,13
100,1,0.05,0,0.8,9,1,1,1,2,3,9
100,1,0.05,0,0.9,9,1,1,1,2,2,6
100,1,0.05,0,0.92,9,1,1,1,2,2,6
100,1,0.05,0,0.95,9,1,1,1,2,2,6
100,1,0.05,0,0.99,9,1,1,1,2,2,5
100,1,0.05,0,1,9,1,1,1,2,2,5
500,1,0.05,0,0,9,1,3,6,18,34,79
500,1,0.05,0,0.05,9,1,3,6,17,33,77
500,1,0.05,0,0.1,9,1,3,6,17,31,76
500,1,0.05,0,0.2,9,1,3,6,15,28,71
500,1,0.05,0,0.3,9,1,3,6,14,25,64
500,1,0.05,0,0.4,9,1,3,6,13,22,56
500,1,0.05,0,0.5,9,1,3,6,12,19,46
500,1,0.05,0,0.6,9,1,3,5,10,16,36
500,1,0.05,0,0.7,9,1,2,5,8,13,26
500,1,0.05,0,0.8,9,1,2,4,7,10,19
500,1,0.05,0,0.9,9,1,2,4,6,8,13
500,1,0.05,0,0.92,9,1,2,4,6,8,12
500,1,0.05,0,0.95,9,1,2,4,6,8,11
500,1,0.05,0,0.99,9,1,2,3,6,7,11
500,1,0.05,0,1,9,1,2,3,6,7,11
1000,1,0.05,0,0,9,1,3,8,21,38,79
1000,1,0.05,0,0.05,9,1,3,7,21,37,77
1000,1,0.05,0,0.1,9,1,3,7,20,36,76
1000,1,0.05,0,0.2,9,1,3,7,19,33,73
1000,1,0.05,0,0.3,9,1,3,7,18,31,68
1000,1,0.05,0,0.4,9,1,3,7,17,29,63
1000,1,0.05,0,0.5,9,1,3,6,16,26,56
1000,1,0.05,0,0.6,9,1,3,6,13,22,47
1000,1,0.05,0,0.7,9,1,3,5,11,18,37
1000,1,0.05,0,0.8,9,1,2,5,9,13,28
1000,1,0.05,0,0.9,9,1,2,5,8,11,21
1000,1,0.05,0,0.92,9,1,2,5,7,11,21
1000,1,0.05,0,0.95,9,1,2,4,7,10,19
1000,1,0.05,0,0.99,9,1,2,4,7,10,19
1000,1,0.05,0,1,9,1,2,4,7,10,19
100,1,0,0,0.5,0,1,1,2,4,6,23
100,1,0.0001,0,0.5,0,1,1,2,4,6,23
100,1,0.001,0,0.5,0,1,1,2,4,6,23
100,1,0.01,0,0.5,0,1,1,2,4,6,23
100,1,0.025,0,0.5,0,1,1,2,4,7,29
100,1,0.05,0,0.5,0,1,1,3,7,11,57
100,1,0.1,0,0.5,0,1,2,4,8,12,63
100,1,0.15,0,0.5,0,1,2,4,10,18,74
100,1,0.2,0,0.5,0,1,2,4,10,18,73
100,1,0.25,0,0.5,0,1,2,5,13,28,81
100,1,0.3,0,0.5,0,1,2,5,13,28,81
100,1,0.35,0,0.5,0,1,2,6,14,33,83
100,1,0.4,0,0.5,0,1,3,9,25,51,89
100,1,0.45,0,0.5,0,1,2,9,27,54,90
100,1,0.5,0,0.5,0,1,3,9,29,55,90
500,1,0,0,0.5,0,1,1,2,5,9,25
500,1,0.0001,0,0.5,0,1,1,2,5,9,25
500,1,0.001,0,0.5,0,1,1,2,5,9,25
500,1,0.01,0,0.5,0,1,1,3,7,12,31
500,1,0.025,0,0.5,0,1,2,4,7,13,34
500,1,0.05,0,0.5,0,1,3,6,13,21,50
500,1,0.1,0,0.5,0,1,2,5,14,23,55
500,1,0.15,0,0.5,0,1,3,9,20,31,66
500,1,0.2,0,0.5,0,1,4,11,23,36,74
500,1,0.25,0,0.5,0,2,3,9,23,37,74
500,1,0.3,0,0.5,0,2,3,9,24,40,78
500,1,0.35,0,0.5,0,2,4,11,28,45,82
500,1,0.4,0,0.5,0,2,4,14,34,53,86
500,1,0.45,0,0.5,0,2,6,17,38,57,88
500,1,0.5,0,0.5,0,2,5,17,40,60,90
1000,1,0,0,0.5,0,1,1,2,5,10,28
1000,1,0.0001,0,0.5,0,1,1,2,5,10,28
1000,1,0.001,0,0.5,0,1,1,2,5,10,28
1000,1,0.01,0,0.5,0,1,2,4,9,15,39
1000,1,0.025,0,0.5,0,1,2,4,9,17,43
1000,1,0.05,0,0.5,0,2,3,9,19,29,61
1000,1,0.1,0,0.5,0,1,3,9,20,32,66
1000,1,0.15,0,0.5,0,1,4,12,28,43,76
1000,1,0.2,0,0.5,0,1,5,14,31,47,80
1000,1,0.25,0,0.5,0,2,4,12,30,46,81
1000,1,0.3,0,0.5,0,2,4,12,32,50,83
1000,1,0.35,0,0.5,0,2,4,14,35,54,86
1000,1,0.4,0,0.5,0,2,5,18,42,61,89
1000,1,0.45,0,0.5,0,2,7,22,46,64,90
1000,1,0.5,0,0.5,0,2,7,22,48,66,91
100,1,0,0,0.5,1,1,1,2,4,7,26
100,1,0.0001,0,0.5,1,1,1,2,4,7,26
100,1,0.001,0,0.5,1,1,1,2,4,7,26
100,1,0.01,0,0.5,1,1,1,2,4,7,28
100,1,0.025,0,0.5,1,1,2,2,5,7,33
100,1,0.05,0,0.5,1,1,1,2,5,8,38
100,1,0.1,0,0.5,1,1,2,3,7,11,60
100,1,0.15,0,0.5,1,1,2,4,9,17,72
100,1,0.2,0,0.5,1,1,1,3,6,11,58
100,1,0.25,0,0.5,1,1,1,3,6,12,60
100,1,0.3,0,0.5,1,1,1,3,8,16,71
100,1,0.35,0,0.5,1,1,3,9,25,51,89
100,1,0.4,0,0.5,1,1,3,8,23,49,88
100,1,0.45,0,0.5,1,1,3,8,26,53,89
100,1,0.5,0,0.5,1,1,3,9,31,58,91
500,1,0,0,0.5,1,1,1,2,4,9,24
500,1,0.0001,0,0.5,1,1,1,2,4,9,24
500,1,0.001,0,0.5,1,1,1,2,4,8,24
500,1,0.01,0,0.5,1,1,1,3,6,11,29
500,1,0.025,0,0.5,1,1,1,4,9,14,35
500,1,0.05,0,0.5,1,1,2,4,10,16,40
500,1,0.1,0,0.5,1,1,2,5,12,21,51
500,1,0.15,0,0.5,1,2,4,9,22,35,71
500,1,0.2,0,0.5,1,1,3,7,16,28,65
500,1,0.25,0,0.5,1,1,2,5,16,29,67
500,1,0.3,0,0.5,1,1,1,7,20,35,74
500,1,0.35,0,0.5,1,2,5,13,32,50,85
500,1,0.4,0,0.5,1,2,5,17,39,58,89
500,1,0.45,0,0.5,1,2,5,15,36,56,88
500,1,0.5,0,0.5,1,2,6,18,44,63,91
1000,1,0,0,0.5,1,1,1,2,5,9,28
1000,1,0.0001,0,0.5,1,1,1,2,5,9,28
1000,1,0.001,0,0.5,1,1,1,2,5,9,28
1000,1,0.01,0,0.5,1,1,2,4,9,15,38
1000,1,0.025,0,0.5,1,1,2,5,11,19,44
1000,1,0.05,0,0.5,1,1,2,5,13,22,53
1000,1,0.1,0,0.5,1,1,2,7,18,30,64
1000,1,0.15,0,0.5,1,2,5,11,28,43,76
1000,1,0.2,0,0.5,1,1,4,10,25,40,76
1000,1,0.25,0,0.5,1,1,2,8,23,38,76
1000,1,0.3,0,0.5,1,1,3,11,29,46,81
1000,1,0.35,0,0.5,1,2,6,18,41,59,88
1000,1,0.4,0,0.5,1,2,7,20,44,63,89
1000,1,0.45,0,0.5,1,2,6,18,42,62,90
1000,1,0.5,0,0.5,1,3,8,23,50,69,92
100,1,0,0,0.5,2,1,1,2,4,7,27
100,1,0.0001,0,0.5,2,1,1,2,4,7,27
100,1,0.001,0,0.5,2,1,1,2,4,7,27
100,1,0.01,0,0.5,2,1,1,3,5,8,38
100,1,0.025,0,0.5,2,1,1,2,5,8,34
100,1,0.05,0,0.5,2,1,1,3,6,10,50
100,1,0.1,0,0.5,2,1,1,3,6,10,54
100,1,0.15,0,0.5,2,1,1,3,6,11,57
100,1,0.2,0,0.5,2,1,2,4,10,20,76
100,1,0.25,0,0.5,2,1,2,5,15,31,83
100,1,0.3,0,0.5,2,1,3,6,15,35,84
100,1,0.35,0,0.5,2,1,2,4,11,24,78
100,1,0.4,0,0.5,2,1,2,3,10,23,77
100,1,0.45,0,0.5,2,1,2,4,12,29,81
100,1,0.5,0,0.5,2,1,2,7,24,49,88
500,1,0,0,0.5,2,1,1,2,5,9,26
500,1,0.0001,0,0.5,2,1,1,2,5,9,26
500,1,0.001,0,0.5,2,1,1,2,5,9,26
500,1,0.01,0,0.5,2,1,1,2,5,9,27
500,1,0.025,0,0.5,2,1,1,2,6,11,29
500,1,0.05,0,0.5,2,1,1,4,10,16,41
500,1,0.1,0,0.5,2,1,3,6,13,22,52
500,1,0.15,0,0.5,2,1,2,6,16,26,60
500,1,0.2,0,0.5,2,2,3,9,22,35,72
500,1,0.25,0,0.5,2,1,3,8,21,35,72
500,1,0.3,0,0.5,2,2,5,13,29,45,81
500,1,0.35,0,0.5,2,1,3,10,25,42,80
500,1,0.4,0,0.5,2,1,2,8,23,39,78
500,1,0.45,0,0.5,2,1,3,8,25,43,81
500,1,0.5,0,0.5,2,2,5,17,39,59,89
1000,1,0,0,0.5,2,1,1,3,6,10,30
1000,1,0.0001,0,0.5,2,1,1,3,6,10,30
1000,1,0.001,0,0.5,2,1,1,3,6,11,32
1000,1,0.01,0,0.5,2,1,1,4,9,15,40
1000,1,0.025,0,0.5,2,1,1,3,8,15,40
1000,1,0.05,0,0.5,2,1,2,6,16,26,56
1000,1,0.1,0,0.5,2,1,3,7,18,29,63
1000,1,0.15,0,0.5,2,1,3,8,22,36,70
1000,1,0.2,0,0.5,2,2,5,12,28,44,78
1000,1,0.25,0,0.5,2,1,4,12,29,46,80
1000,1,0.3,0,0.5,2,2,6,16,36,53,84
1000,1,0.35,0,0.5,2,2,4,13,34,52,85
1000,1,0.4,0,0.5,2,1,3,12,31,49,84
1000,1,0.45,0,0.5,2,1,4,12,33,52,85
1000,1,0.5,0,0.5,2,2,7,22,48,66,91
100,1,0,0,0.5,3,1,1,2,4,7,29
100,1,0.0001,0,0.5,3,1,1,2,4,7,29
100,1,0.001,0,0.5,3,1,1,2,4,7,29
100,1,0.01,0,0.5,3,1,1,3,5,8,36
100,1,0.025,0,0.5,3,1,2,3,6,9,49
100,1,0.05,0,0.5,3,1,2,3,6,10,51
100,1,0.1,0,0.5,3,1,2,3,5,9,48
100,1,0.15,0,0.5,3,1,2,3,6,11,56
100,1,0.2,0,0.5,3,1,2,4,9,16,72
100,1,0.25,0,0.5,3,1,2,4,10,20,75
100,1,0.3,0,0.5,3,1,2,5,12,25,79
100,1,0.35,0,0.5,3,1,2,6,13,31,82
100,1,0.4,0,0.5,3,1,2,5,15,34,84
100,1,0.45,0,0.5,3,1,2,6,19,43,87
100,1,0.5,0,0.5,3,1,2,6,18,41,86
500,1,0,0,0.5,3,1,1,2,4,8,25
500,1,0.0001,0,0.5,3,1,1,2,4,8,25
500,1,0.001,0,0.5,3,1,1,2,4,8,25
500,1,0.01,0,0.5,3,1,1,3,6,10,29
500,1,0.025,0,0.5,3,1,1,3,6,12,32
500,1,0.05,0,0.5,3,1,3,7,12,20,47
500,1,0.1,0,0.5,3,1,2,6,15,24,55
500,1,0.15,0,0.5,3,1,2,7,17,28,63
500,1,0.2,0,0.5,3,1,3,9,20,35,73
500,1,0.25,0,0.5,3,1,4,10,25,39,77
500,1,0.3,0,0.5,3,1,2,10,25,40,78
500,1,0.35,0,0.5,3,1,3,9,27,44,82
500,1,0.4,0,0.5,3,2,4,11,30,48,84
500,1,0.45,0,0.5,3,1,3,12,31,50,85
500,1,0.5,0,0.5,3,1,4,13,35,55,87
1000,1,0,0,0.5,3,1,1,2,5,9,27
1000,1,0.0001,0,0.5,3,1,1,2,5,9,28
1000,1,0.001,0,0.5,3,1,1,2,5,9,28
1000,1,0.01,0,0.5,3,1,1,3,7,13,36
1000,1,0.025,0,0.5,3,1,1,3,9,16,42
1000,1,0.05,0,0.5,3,2,3,8,16,26,56
1000,1,0.1,0,0.5,3,1,3,8,21,34,67
1000,1,0.15,0,0.5,3,1,3,8,22,36,70
1000,1,0.2,0,0.5,3,1,4,13,31,47,80
1000,1,0.25,0,0.5,3,2,5,14,32,49,82
1000,1,0.3,0,0.5,3,2,3,13,32,50,83
1000,1,0.35,0,0.5,3,2,4,13,36,54,86
1000,1,0.4,0,0.5,3,2,5,16,39,58,87
1000,1,0.45,0,0.5,3,1,4,15,39,58,88
1000,1,0.5,0,0.5,3,1,4,16,41,61,89
100,1,0,0,0.5,4,1,1,2,4,6,22
100,1,0.0001,0,0.5,4,1,1,2,4,6,22
100,1,0.001,0,0.5,4,1,1,2,4,6,22
100,1,0.01,0,0.5,4,1,1,2,5,7,30
100,1,0.025,0,0.5,4,1,1,2,4,7,28
100,1,0.05,0,0.5,4,1,1,3,6,9,47
100,1,0.1,0,0.5,4,1,1,3,5,10,55
100,1,0.15,0,0.5,4,1,2,3,6,11,57
100,1,0.2,0,0.5,4,1,1,3,7,13,65
100,1,0.25,0,0.5,4,1,1,4,8,17,73
100,1,0.3,0,0.5,4,1,2,5,12,27,80
100,1,0.35,0,0.5,4,1,2,6,18,42,86
100,1,0.4,0,0.5,4,1,2,6,19,42,86
100,1,0.45,0,0.5,4,1,3,8,24,50,89
100,1,0.5,0,0.5,4,1,3,9,28,55,90
500,1,0,0,0.5,4,1,1,2,5,9,24
500,1,0.0001,0,0.5,4,1,1,2,5,9,24
500,1,0.001,0,0.5,4,1,2,3,6,11,29
500,1,0.01,0,0.5,4,1,1,2,6,10,28
500,1,0.025,0,0.5,4,1,2,5,9,15,38
500,1,0.05,0,0.5,4,1,2,5,11,17,44
500,1,0.1,0,0.5,4,1,2,6,12,21,51
500,1,0.15,0,0.5,4,1,3,7,17,28,64
500,1,0.2,0,0.5,4,1,2,8,21,34,71
500,1,0.25,0,0.5,4,1,3,8,21,35,73
500,1,0.3,0,0.5,4,1,3,10,26,41,79
500,1,0.35,0,0.5,4,2,6,16,35,53,86
500,1,0.4,0,0.5,4,2,5,15,35,54,87
500,1,0.45,0,0.5,4,2,5,16,38,58,88
500,1,0.5,0,0.5,4,2,5,18,42,63,90
1000,1,0,0,0.5,4,1,1,2,5,9,27
1000,1,0.0001,0,0.5,4,1,1,2,5,9,27
1000,1,0.001,0,0.5,4,1,1,3,7,12,33
1000,1,0.01,0,0.5,4,1,1,3,8,14,36
1000,1,0.025,0,0.5,4,1,2,6,14,23,51
1000,1,0.05,0,0.5,4,1,3,8,18,28,60
1000,1,0.1,0,0.5,4,1,3,7,19,31,65
1000,1,0.15,0,0.5,4,1,3,10,23,37,71
1000,1,0.2,0,0.5,4,1,4,12,30,45,79
1000,1,0.25,0,0.5,4,1,3,11,30,47,80
1000,1,0.3,0,0.5,4,2,5,15,35,53,84
1000,1,0.35,0,0.5,4,2,7,19,43,61,89
1000,1,0.4,0,0.5,4,2,6,20,43,62,89
1000,1,0.45,0,0.5,4,2,7,22,48,66,91
1000,1,0.5,0,0.5,4,2,7,22,49,68,92
100,1,0,0,0.5,5,1,1,2,4,7,24
100,1,0.0001,0,0.5,5,1,1,2,4,7,24
100,1,0.001,0,0.5,5,1,1,2,4,7,24
100,1,0.01,0,0.5,5,1,1,2,4,7,24
100,1,0.025,0,0.5,5,1,1,2,4,7,24
100,1,0.05,0,0.5,5,1,2,3,7,13,62
100,1,0.1,0,0.5,5,1,1,3,6,10,52
100,1,0.15,0,0.5,5,1,2,4,8,15,70
100,1,0.2,0,0.5,5,1,2,4,10,22,77
100,1,0.25,0,0.5,5,1,1,4,10,22,77
100,1,0.3,0,0.5,5,1,2,5,14,31,82
100,1,0.35,0,0.5,5,1,2,5,16,35,84
100,1,0.4,0,0.5,5,1,2,5,18,39,85
100,1,0.45,0,0.5,5,1,2,6,18,40,86
100,1,0.5,0,0.5,5,1,2,5,17,38,85
500,1,0,0,0.5,5,1,1,2,5,9,24
500,1,0.0001,0,0.5,5,1,1,2,5,9,24
500,1,0.001,0,0.5,5,1,1,2,5,9,24
500,1,0.01,0,0.5,5,1,1,2,6,10,28
500,1,0.025,0,0.5,5,1,2,4,9,15,38
500,1,0.05,0,0.5,5,1,3,8,17,26,58
500,1,0.1,0,0.5,5,1,2,6,15,25,56
500,1,0.15,0,0.5,5,2,4,11,22,35,71
500,1,0.2,0,0.5,5,1,2,6,18,29,67
500,1,0.25,0,0.5,5,1,3,8,23,38,76
500,1,0.3,0,0.5,5,1,3,10,26,42,80
500,1,0.35,0,0.5,5,1,4,11,28,46,83
500,1,0.4,0,0.5,5,2,4,11,30,48,84
500,1,0.45,0,0.5,5,1,3,11,31,51,86
500,1,0.5,0,0.5,5,1,4,13,34,54,87
